Links,Name,Price,Location,Mileage,Transmission,Exterior Colour,Engine,Drivetrain,Fuel Type,Major Options
"Save this listing2018 Toyota Tundra SR5 CrewMax 5.7L 4WD$46,888 ·$905/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $46,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.53,425 kmPort Moody, BC (14 km)GREAT DEAL$7,505 below marketRequest InfoAuthorized Toyota Dealer","2018 Toyota Tundra SR5 CrewMax 5.7L 4WD - $46,888","$46,888","Port Moody, BC
14 km away","53,425 kilometres",Automatic,Black,381 hp 5.7L V8,Four-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof"
"Save this listing2020 Dodge Durango R/T AWD$53,000 ·$1,023/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $53,000 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.43,286 kmMaple Ridge, BC (25 km)GREAT DEAL$4,428 below market(438) 793-8564Request Info","2020 Dodge Durango R/T AWD - $53,000","$53,000","Maple Ridge, BC
25 km away","43,286 kilometres",Automatic,Billet Silver Metallic,360 hp 5.7L V8,All-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Remote Start, Heated Seats, Quick Order Package, Multi Zone Climate Control"
"Save this listing2016 Toyota 4Runner$38,499 ·$743/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $38,499 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.141,066 kmRichmond, BC (8 km)GREAT DEAL$4,413 below market(604) 373-8073Request Info","2016 Toyota 4Runner - $38,499","$38,499","Richmond, BC
8 km away","141,066 kilometres",Automatic,Silver,270 hp 4L V6,,Gasoline,
"Save this listing2021 INFINITI Q50 3.0t Luxe AWD$43,509 ·$840/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $43,509 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.1,036 kmVictoria, BC (90 km)GREAT DEAL$4,564 below marketRequest InfoAuthorized INFINITI Dealer","2021 INFINITI Q50 3.0t Luxe AWD - $43,509","$43,509","Victoria, BC
90 km away","1,036 kilometres",7-Speed Automatic,Gray (Gun Metallic),300 hp 3L V6,All-Wheel Drive,Gasoline,"SE Package, Cargo Package"
"Save this listing2016 Chrysler 300 S RWD$26,490 ·$511/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $26,490 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.67,400 kmVancouver, BC (11 km)GREAT DEAL$2,939 below market(778) 200-3195Request Info","2016 Chrysler 300 S RWD - $26,490","$26,490","Vancouver, BC
11 km away","67,400 kilometres",Automatic,White,300 hp 3.6L V6,Rear-Wheel Drive,Gasoline,"Leather Seats, Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Heated Seats"
"Save this listing2020 Jaguar XF Checkered Flag Limited Edition AWD$59,995 ·$1,158/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $59,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.9,813 kmSurrey, BC (25 km)GREAT DEAL$7,967 below market(604) 265-6890Request Info","2020 Jaguar XF Checkered Flag Limited Edition AWD - $59,995","$59,995","Surrey, BC
25 km away","9,813 kilometres",Automatic,Santorini Black,296 hp 2L I4,All-Wheel Drive,Gasoline,"Sunroof/Moonroof, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Remote Start, Blind Spot Monitoring, Heated Seats"
"Save this listing2015 Dodge Durango Limited AWD$23,888 ·$461/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $23,888 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.160,501 kmCoquitlam, BC (12 km)GREAT DEAL$3,665 below market(604) 670-8526Request Info","2015 Dodge Durango Limited AWD - $23,888","$23,888","Coquitlam, BC
12 km away","160,501 kilometres",Automatic,Blue,290 hp 3.6L V6,All-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Heated Seats, Alloy Wheels, Third Row Seating"
"Save this listing2017 Land Rover Range Rover Sport V6 SE 4WD$52,900 ·$1,021/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $52,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.81,538 kmVictoria, BC (92 km)GREAT DEAL$8,053 below marketRequest Info","2017 Land Rover Range Rover Sport V6 SE 4WD - $52,900","$52,900","Victoria, BC
92 km away","81,538 kilometres",Automatic,Gray,340 hp 3L V6,All-Wheel Drive,Gasoline,
"Save this listingNew Arrival2022 Honda Civic LX FWD$25,490 ·$492/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $25,490 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.430 kmVictoria, BC (91 km)GREAT DEAL$1,896 below market(833) 610-1293Request InfoAuthorized Honda Dealer","2022 Honda Civic LX FWD - $25,490","$25,490","Victoria, BC
91 km away",430 kilometres,Continuously Variable Transmission,Platinum White Pearl,158 hp 2L I4,Front-Wheel Drive,Gasoline,
"Image Not AvailableSave this listing2021 Mazda CX-5 GS FWD$32,999 ·$637/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $32,999 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.3,270 kmNanaimo, BC (72 km)GREAT DEAL$2,076 below marketRequest InfoAuthorized Mazda Dealer","2021 Mazda CX-5 GS FWD - $32,999","$32,999","Nanaimo, BC
72 km away","3,270 kilometres",6-Speed Automatic,Polymetal Gray,,,,"Backup Camera, Heated Seats, Android Auto, Alloy Wheels, CarPlay"
"Save this listing2019 RAM 1500 Limited Crew Cab 4WD$65,777 ·$1,269/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $65,777 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.13,800 kmSurrey, BC (17 km)GREAT DEAL$6,419 below marketRequest Info","2019 RAM 1500 Limited Crew Cab 4WD - $65,777","$65,777","Surrey, BC
17 km away","13,800 kilometres",Automatic,White,395 hp 5.7L V8,Four-Wheel Drive,Gasoline,Navigation System
"Save this listingNew Arrival2007 Land Rover LR3 HSE$9,998 ·$193/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $9,998 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.228,301 kmVictoria, BC (91 km)GREAT DEAL$2,935 below market(250) 999-3802Request Info","2007 Land Rover LR3 HSE - $9,998","$9,998","Victoria, BC
91 km away","228,301 kilometres",6-Speed Automatic,Gray,300 hp 4.4L V8,Four-Wheel Drive,Gasoline,"Navigation System, Heated Seats, Tow Package"
"Save this listing2019 Kia Sedona SX Plus FWD$36,995 ·$714/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $36,995 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.35,890 kmAbbotsford, BC (49 km)GREAT DEAL$4,370 below market(604) 330-7409Request Info","2019 Kia Sedona SX Plus FWD - $36,995","$36,995","Abbotsford, BC
49 km away","35,890 kilometres",Automatic,White,,,,"Sunroof/Moonroof, Alloy Wheels, Third Row Seating, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay"
"Save this listing2012 GMC Terrain SLE1$7,900 ·$153/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $7,900 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.162,034 kmPort Coquitlam, BC (16 km)GREAT DEAL$3,590 below market(604) 800-6802Request Info","2012 GMC Terrain SLE1 - $7,900","$7,900","Port Coquitlam, BC
16 km away","162,034 kilometres",Automatic,Gray,182 hp 2.4L I4 Flex Fuel Vehicle,Front-Wheel Drive,Flex Fuel Vehicle,"Bluetooth, Leather Seats, Sunroof/Moonroof, Alloy Wheels"
"Image Not AvailableSave this listing2017 RAM 3500 ST Crew Cab 4WD$41,849 ·$808/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $41,849 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.86,154 kmVictoria, BC (91 km)GREAT DEAL$14,215 below market(250) 999-3930Request Info","2017 RAM 3500 ST Crew Cab 4WD - $41,849","$41,849","Victoria, BC
91 km away","86,154 kilometres",Automatic,Bright White,,,,
"Save this listing2018 Chevrolet Camaro 2SS Coupe RWD$50,990 ·$984/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $50,990 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.6,509 kmVancouver, BC (11 km)GREAT DEAL$5,504 below market(778) 200-3195Request Info","2018 Chevrolet Camaro 2SS Coupe RWD - $50,990","$50,990","Vancouver, BC
11 km away","6,509 kilometres",Manual,White,455 hp 6.2L V8,Rear-Wheel Drive,Gasoline,"Leather Seats, Navigation System, Alloy Wheels, Bluetooth, Backup Camera, Blind Spot Monitoring, Parking Sensors, Heated Seats, Android Auto, CarPlay"
"Save this listing2020 Volkswagen Tiguan Trendline 4Motion AWD$29,390 ·$567/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $29,390 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.31,519 kmRichmond, BC (10 km)GREAT DEAL$4,100 below market(604) 200-2879Request Info","2020 Volkswagen Tiguan Trendline 4Motion AWD - $29,390","$29,390",,"31,519 kilometres",Automatic,White,,,,"Bluetooth, Backup Camera, Blind Spot Monitoring, Heated Seats, Android Auto, CarPlay"
"Save this listing2017 Acura ILX FWD with Technology Plus Package$20,896 ·$404/mo est.**Estimated payments are for informational purposes only and do not represent a financing offer or guarantee of credit from the seller or from CarGurus. Estimated payments are calculated based on the Dealer's Price and may or may not include freight, fees, license, insurance, registration and taxes. Dealer rates may differ. Monthly Estimate based on a 4.4% APR for 60 months, $20,896 vehicle price, $0 down payment, $0 trade-in, $0 sales tax.53,305 kmCoquitlam, BC (11 km)GREAT DEAL$1,937 below marketRequest InfoAuthorized Acura Dealer","2017 Acura ILX FWD with Technology Plus Package - $20,896","$20,896","Coquitlam, BC
11 km away","53,305 kilometres",Automatic,Gray,201 hp 2.4L I4,Front-Wheel Drive,Gasoline,"Bluetooth, Backup Camera, Sunroof/Moonroof, Navigation System"
